TimeStamp,Coin Name,Price,Volume,Gain,Loss,Average Gains,Average Loss,Relative Strength,RSI
2021-01-19 18:33:51,Ethereum,1417.46,1909276.55306,0.0,0.0899999999999181,0.3514285714285928,1.220000000000011,0.2880562060890079,22.36363636363727
2021-01-19 19:15:14,Ethereum,1400.37,1916859.67526,0.0,17.090000000000146,0.2250000000000065,2.440714285714307,0.0921861281826181,8.440514469453532
2021-01-19 19:15:24,Ethereum,1402.67,1917019.62636,2.300000000000182,0.0,0.3892857142857338,1.402142857142865,0.2776362710137668,21.730462519936964
2021-01-19 19:17:38,Ethereum,1405.5,1917665.165,2.8299999999999272,0.0,0.5628571428571506,1.402142857142865,0.4014263881813584,28.644129407488364
2021-01-19 19:17:50,Ethereum,1405.2,1917748.54851,0.0,0.2999999999999545,0.4950000000000045,1.4235714285714332,0.3477170095333688,25.800446760983
2021-03-08 16:22:45,Ethereum,1742.97,1055774.90363,337.77,0.0,24.621428571428574,1.3914285714285728,17.695071868583145,94.65099675984403
2021-03-08 16:22:52,Ethereum,1743.22,1055773.53921,0.25,0.0,24.622857142857143,1.3914285714285728,17.696098562628322,94.65129049972542
2021-03-08 16:22:59,Ethereum,1742.29,1055802.00565,0.0,0.9300000000000636,24.622857142857143,1.4257142857142884,17.2705410821643,94.52670834704398
2021-03-08 16:23:06,Ethereum,1742.59,1055761.65362,0.2999999999999545,0.0,24.64428571428571,1.4242857142857182,17.302908726178487,94.53638754932048
2021-03-08 16:23:13,Ethereum,1742.71,1055775.08919,0.1200000000001182,0.0,24.65285714285715,1.375,17.929350649350656,94.7171986058893
2021-03-08 16:23:21,Ethereum,1741.92,1055810.49005,0.0,0.7899999999999636,24.640000000000004,1.4314285714285688,17.213572854291453,94.50958904109592
2021-03-08 16:28:36,Ethereum,1741.24,1058188.35558,0.0,0.6800000000000637,24.640000000000004,1.460000000000004,16.87671232876708,94.40613026819922
2021-03-08 16:28:44,Ethereum,1740.87,1058227.28757,0.0,0.3700000000001182,24.640000000000004,1.4464285714285876,17.035061728394876,94.45524492757586
2021-03-08 16:28:51,Ethereum,1740.74,1058283.00445,0.0,0.12999999999988177,24.540714285714298,1.4557142857142935,16.85819430814516,94.40032971562024
