TimeStamp,Coin Name,Price,Volume,Gain,Loss,Average Gains,Average Loss,Relative Strength,RSI
2021-01-19 18:33:43,Stellar,0.31112,454116074.3,0.0,6.0000000000004494e-05,9.571428571425778e-05,0.0003457142857142,0.2768595041321732,21.68284789643657
2021-01-19 18:33:51,Stellar,0.31091,454130711.4,0.0,0.0002099999999999,7.357142857140778e-05,0.0003607142857142,0.2039603960395627,16.940789473681377
2021-01-19 19:15:14,Stellar,0.30791,459901509.0,0.0,0.003,6.857142857140675e-05,0.0005749999999999,0.1192546583850625,10.65482796892097
2021-01-19 19:17:38,Stellar,0.30873,460264998.4,0.0008199999999999,0.0,0.0001271428571428,0.0002749999999999,0.4623376623376272,31.616341030193738
2021-01-19 19:17:50,Stellar,0.30887,460264389.7,0.0001399999999999,0.0,0.0001228571428571,0.0002749999999999,0.4467532467532064,30.87971274685624
2021-03-08 16:22:45,Stellar,0.41217,156988514.3,0.1033,0.0,0.0074778571428571,0.0002749999999999,27.192207792210503,96.45292058227416
2021-03-08 16:22:52,Stellar,0.41221,156995255.3,4.000000000004e-05,0.0,0.0074807142857142,0.0002657142857142,28.15322580645453,96.56984785615523
2021-03-08 16:22:59,Stellar,0.41215,156993888.6,0.0,6.0000000000004494e-05,0.0074807142857142,0.0002699999999999,27.706349206352,96.5164500967656
2021-03-08 16:23:06,Stellar,0.41208,156995360.2,0.0,7.00000000000145e-05,0.0074807142857142,0.0002599999999999,28.771978021980136,96.64113684599084
2021-03-08 16:23:13,Stellar,0.41201,157018252.5,0.0,7.00000000000145e-05,0.0074807142857142,0.0002557142857142,29.254189944135327,96.69467269873525
2021-03-08 16:23:21,Stellar,0.41194,156793990.7,0.0,7.00000000000145e-05,0.0074807142857142,0.0002528571428571,29.584745762712185,96.73039623164316
2021-03-08 16:28:36,Stellar,0.41222,156906526.9,0.00028,0.0,0.0074971428571428,0.0002528571428571,29.64971751412462,96.73732718894011
2021-03-08 16:28:44,Stellar,0.41231,156912188.9,9.00000000000345e-05,0.0,0.0074949999999999,0.0002528571428571,29.641242937853463,96.73642481792204
2021-03-08 16:28:51,Stellar,0.41236,156915792.9,4.999999999999449e-05,0.0,0.007479999999999992,0.00025285714285713947,29.581920903955165,96.73009421762427
